symptom,symptom_short,drug,baseline_reports,baseline_improve_rate,cooccur_n,cooccur_rate,cooccur_lift,attr_n,attr_rate,attr_sig_rate,attr_worsened
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Methylphenidate,300,0.867,6,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Vitamin C,300,0.867,6,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,"Immunoglobulins, Intravenous (IVIG)",300,0.867,6,1.000,0.152,3,1.000,0.333,0
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Amphetamine-Dextroamphetamine (Adderall),300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Ivermectin (Stromectol),300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Levothyroxine,300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Fluticasone,300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Pravastatin (Pravachol),300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,"Bisoprolol (Cardicor, Congescor, Monocor, Zebeta, etc.)",300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Atenolol,300,0.867,5,1.000,0.152,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Oxaloacetate,300,0.867,5,1.000,0.152,5,1.000,0.600,0
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Progesterone,300,0.867,4,1.000,0.151,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,"Budesonide (Entocort, Ortikos, Pulmicort, etc.)",300,0.867,4,1.000,0.151,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,"Doxycycline (Vibramycin, Monodox, Lympak, Periostat, etc.)",300,0.867,4,1.000,0.151,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Omeprazole,300,0.867,4,1.000,0.151,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,"Diltiazem (Cardizem, Cartia, Dilacor, Viazem, Zemtard, etc.)",300,0.867,4,1.000,0.151,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Sirolimus (Rapamune),300,0.867,3,1.000,0.150,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Tenofovir-Emtricitabine (Truvada),300,0.867,3,1.000,0.150,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Famciclovir,300,0.867,3,1.000,0.150,0,,,
A worsening of symptoms that occurs after even minimum physical or cognitive exertion (Post-Exertional Malaise or PEM),PEM,Bromelain,300,0.867,3,1.000,0.150,0,,,
